run_tag,sim_idx,event_type,event_target,is_fault,t_start,expert_action,first_trip_index,first_trip_time_ms,relative_delay_ms,first_action,censored,censor_index,censor_time_ms,outcome
phasor_W96,1322,flt_1phg_shc_w_arc,MainBus10,True,287,11,971.0,101.14583333333334,1.1458333333333333,11.0,False,,,correct_first_trip
phasor_W96,1393,flt_1phg_shc_w_arc,MainLn7-8,True,287,8,967.0,100.72916666666666,0.7291666666666667,8.0,False,,,correct_first_trip
phasor_W96,3058,flt_2phg_shc,MainLn3-8,True,287,3,961.0,100.10416666666666,0.10416666666666667,3.0,False,,,correct_first_trip
phasor_W96,842,flt_1phg_shc_w_arc,MainLn4-5,True,287,4,968.0,100.83333333333333,0.8333333333333334,4.0,False,,,correct_first_trip
phasor_W96,438,flt_1phg_shc,MainBus3,True,287,1,962.0,100.20833333333333,0.20833333333333334,1.0,False,,,correct_first_trip
phasor_W96,1302,flt_1phg_shc_w_arc,MainLn7-8,True,287,8,973.0,101.35416666666666,1.3541666666666667,8.0,False,,,correct_first_trip
phasor_W96,1235,flt_1phg_shc_w_arc,MainBus12,True,287,14,963.0,100.3125,0.3125,14.0,False,,,correct_first_trip
phasor_W96,3686,flt_3ph_shc,MainLn4-11,True,287,5,961.0,100.10416666666666,0.10416666666666667,5.0,False,,,correct_first_trip
phasor_W96,4134,flt_1phg_hif_w_arc,MainLn8-9,True,287,9,968.0,100.83333333333333,0.8333333333333334,9.0,False,,,correct_first_trip
phasor_W96,1780,flt_2ph_shc,MainLn1-2,True,287,0,961.0,100.10416666666666,0.10416666666666667,14.0,False,,,wrong_relay_first_trip
phasor_W96,2252,flt_2ph_shc,MainLn3-4,True,287,2,963.0,100.3125,0.3125,2.0,False,,,correct_first_trip
phasor_W96,3328,flt_3ph_shc,MainLn4-11,True,287,5,961.0,100.10416666666666,0.10416666666666667,5.0,False,,,correct_first_trip
phasor_W96,443,flt_1phg_shc,MainBus8,True,287,3,961.0,100.10416666666666,0.10416666666666667,3.0,False,,,correct_first_trip
phasor_W96,2689,flt_2phg_shc,MainLn13-14,True,287,14,961.0,100.10416666666666,0.10416666666666667,14.0,False,,,correct_first_trip
phasor_W96,157,flt_1phg_shc,MainLn8-9,True,287,9,961.0,100.10416666666666,0.10416666666666667,9.0,False,,,correct_first_trip
phasor_W96,414,flt_1phg_shc,MainLn7-8,True,287,8,961.0,100.10416666666666,0.10416666666666667,8.0,False,,,correct_first_trip
phasor_W96,4228,flt_1phg_incipient,MainBus14,True,287,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
phasor_W96,2715,flt_2phg_shc,MainLn5-6,True,287,6,961.0,100.10416666666666,0.10416666666666667,6.0,False,,,correct_first_trip
phasor_W96,3415,flt_3ph_shc,MainLn3-8,True,287,3,961.0,100.10416666666666,0.10416666666666667,3.0,False,,,correct_first_trip
phasor_W96,1129,flt_1phg_shc_w_arc,MainLn8-14,True,287,10,961.0,100.10416666666666,0.10416666666666667,10.0,False,,,correct_first_trip
phasor_W96,2404,flt_2phg_shc,MainLn1-2,True,287,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
phasor_W96,315,flt_1phg_shc,MainLn5-6,True,287,6,961.0,100.10416666666666,0.10416666666666667,6.0,False,,,correct_first_trip
phasor_W96,2374,flt_2ph_shc,MainLn8-14,True,287,10,961.0,100.10416666666666,0.10416666666666667,10.0,False,,,correct_first_trip
phasor_W96,1876,flt_2ph_shc,MainLn10-11,True,287,12,961.0,100.10416666666666,0.10416666666666667,12.0,False,,,correct_first_trip
phasor_W96,2607,flt_2phg_shc,MainLn3-4,True,287,2,961.0,100.10416666666666,0.10416666666666667,2.0,False,,,correct_first_trip
phasor_W96,2829,flt_2phg_shc,MainLn9-10,True,287,11,961.0,100.10416666666666,0.10416666666666667,11.0,False,,,correct_first_trip
phasor_W96,3570,flt_3ph_shc,MainLn12-13,True,287,13,961.0,100.10416666666666,0.10416666666666667,13.0,False,,,correct_first_trip
phasor_W96,4350,flt_1phg_incipient_w_arc,MainBus7,True,287,7,977.0,101.77083333333334,1.7708333333333333,7.0,False,,,correct_first_trip
phasor_W96,625,flt_1phg_shc,MainLn1-2,True,287,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
phasor_W96,2310,flt_2ph_shc,MainBus6,True,287,6,962.0,100.20833333333333,0.20833333333333334,6.0,False,,,correct_first_trip
phasor_W96,3061,flt_2phg_shc,MainLn4-11,True,287,5,961.0,100.10416666666666,0.10416666666666667,5.0,False,,,correct_first_trip
phasor_W96,2154,flt_2ph_shc,MainLn13-14,True,287,14,961.0,100.10416666666666,0.10416666666666667,14.0,False,,,correct_first_trip
phasor_W96,3788,flt_3ph_shc,MainLn6-7,True,287,7,961.0,100.10416666666666,0.10416666666666667,7.0,False,,,correct_first_trip
phasor_W96,4064,flt_1phg_hif,MainLn10-11,True,287,12,994.0,103.54166666666667,3.5416666666666665,12.0,False,,,correct_first_trip
phasor_W96,4475,switch_cable_on,MainBus6,False,287,15,963.0,100.3125,,11.0,False,,,false_first_trip
phasor_W96,2388,flt_2ph_shc,MainLn9-10,True,287,11,961.0,100.10416666666666,0.10416666666666667,11.0,False,,,correct_first_trip
phasor_W96,4087,flt_1phg_hif,MainBus5,True,287,4,975.0,101.5625,1.5625,4.0,False,,,correct_first_trip
phasor_W96,2894,flt_2phg_shc,MainLn5-6,True,287,6,961.0,100.10416666666666,0.10416666666666667,6.0,False,,,correct_first_trip
phasor_W96,2225,flt_2ph_shc,MainLn1-2,True,287,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
phasor_W96,4208,flt_1phg_incipient,MainLn1-2,True,287,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
phasor_W96,463,flt_1phg_shc,MainLn13-14,True,287,14,963.0,100.3125,0.3125,14.0,False,,,correct_first_trip
phasor_W96,833,flt_1phg_shc_w_arc,MainLn3-8,True,287,3,967.0,100.72916666666666,0.7291666666666667,3.0,False,,,correct_first_trip
phasor_W96,1270,flt_1phg_shc_w_arc,MainLn2-3,True,287,1,974.0,101.45833333333333,1.4583333333333335,1.0,False,,,correct_first_trip
phasor_W96,3321,flt_3ph_shc,MainLn3-4,True,287,2,961.0,100.10416666666666,0.10416666666666667,2.0,False,,,correct_first_trip
phasor_W96,4119,flt_1phg_hif_w_arc,MainBus8,True,287,3,969.0,100.9375,0.9375,3.0,False,,,correct_first_trip
phasor_W96,1873,flt_2ph_shc,MainLn1-2,True,287,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
phasor_W96,2564,flt_2phg_shc,MainLn9-10,True,287,11,961.0,100.10416666666666,0.10416666666666667,11.0,False,,,correct_first_trip
phasor_W96,3572,flt_3ph_shc,MainLn12-13,True,287,13,961.0,100.10416666666666,0.10416666666666667,13.0,False,,,correct_first_trip
phasor_W96,1786,flt_2ph_shc,MainLn10-11,True,287,12,962.0,100.20833333333333,0.20833333333333334,12.0,False,,,correct_first_trip
phasor_W96,4503,switch_motor_start,MainBus6,False,287,15,964.0,100.41666666666667,,7.0,False,,,false_first_trip
phasor_W96,856,flt_1phg_shc_w_arc,MainLn7-8,True,287,8,966.0,100.625,0.625,8.0,False,,,correct_first_trip
phasor_W96,23,flt_1phg_shc,MainLn2-3,True,287,1,962.0,100.20833333333333,0.20833333333333334,1.0,False,,,correct_first_trip
phasor_W96,626,flt_1phg_shc,MainLn1-2,True,287,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
phasor_W96,4224,flt_1phg_incipient,MainBus10,True,287,11,965.0,100.52083333333334,0.5208333333333334,11.0,False,,,correct_first_trip
phasor_W96,3585,flt_3ph_shc,MainLn3-4,True,287,2,961.0,100.10416666666666,0.10416666666666667,2.0,False,,,correct_first_trip
phasor_W96,151,flt_1phg_shc,MainLn8-14,True,287,10,961.0,100.10416666666666,0.10416666666666667,10.0,False,,,correct_first_trip
phasor_W96,598,flt_1phg_shc,MainLn8-14,True,287,10,961.0,100.10416666666666,0.10416666666666667,10.0,False,,,correct_first_trip
phasor_W96,4169,flt_1phg_hif_w_arc,MainBus13,True,287,14,995.0,103.64583333333334,3.6458333333333335,14.0,False,,,correct_first_trip
phasor_W96,1973,flt_2ph_shc,MainLn13-14,True,287,14,961.0,100.10416666666666,0.10416666666666667,14.0,False,,,correct_first_trip
phasor_W96,3817,flt_3ph_shc,MainBus13,True,287,14,961.0,100.10416666666666,0.10416666666666667,14.0,False,,,correct_first_trip
phasor_W96,683,flt_1phg_shc,MainLn8-14,True,287,10,961.0,100.10416666666666,0.10416666666666667,10.0,False,,,correct_first_trip
phasor_W96,1991,flt_2ph_shc,MainLn3-8,True,287,3,962.0,100.20833333333333,0.20833333333333334,3.0,False,,,correct_first_trip
phasor_W96,1417,flt_1phg_shc_w_arc,MainBus3,True,287,1,969.0,100.9375,0.9375,1.0,False,,,correct_first_trip
phasor_W96,2229,flt_2ph_shc,MainLn1-2,True,287,0,961.0,100.10416666666666,0.10416666666666667,14.0,False,,,wrong_relay_first_trip
phasor_W96,4316,flt_1phg_incipient_w_arc,MainBus2,True,287,12,982.0,102.29166666666667,2.2916666666666665,12.0,False,,,correct_first_trip
phasor_W96,655,flt_1phg_shc,MainLn3-8,True,287,3,961.0,100.10416666666666,0.10416666666666667,3.0,False,,,correct_first_trip
phasor_W96,2210,flt_2ph_shc,MainLn9-10,True,287,11,961.0,100.10416666666666,0.10416666666666667,11.0,False,,,correct_first_trip
phasor_W96,1670,flt_2ph_shc,MainLn8-9,True,287,9,961.0,100.10416666666666,0.10416666666666667,9.0,False,,,correct_first_trip
phasor_W96,787,flt_1phg_shc,MainBus1,True,287,12,970.0,101.04166666666667,1.0416666666666667,12.0,False,,,correct_first_trip
phasor_W96,1128,flt_1phg_shc_w_arc,MainLn8-14,True,287,10,961.0,100.10416666666666,0.10416666666666667,10.0,False,,,correct_first_trip
phasor_W96,896,flt_1phg_shc_w_arc,MainLn10-11,True,287,12,969.0,100.9375,0.9375,12.0,False,,,correct_first_trip
phasor_W96,298,flt_1phg_shc,MainLn3-8,True,287,3,961.0,100.10416666666666,0.10416666666666667,3.0,False,,,correct_first_trip
phasor_W96,1675,flt_2ph_shc,MainLn9-10,True,287,11,961.0,100.10416666666666,0.10416666666666667,11.0,False,,,correct_first_trip
phasor_W96,3206,flt_3ph_shc,MainLn1-2,True,287,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
phasor_W96,1626,flt_2ph_shc,MainLn2-3,True,287,1,961.0,100.10416666666666,0.10416666666666667,1.0,False,,,correct_first_trip
phasor_W96,1029,flt_1phg_shc_w_arc,MainLn6-7,True,287,7,971.0,101.14583333333334,1.1458333333333333,7.0,False,,,correct_first_trip
phasor_W96,3085,flt_2phg_shc,MainLn7-8,True,287,8,961.0,100.10416666666666,0.10416666666666667,8.0,False,,,correct_first_trip
phasor_W96,2024,flt_2ph_shc,MainLn8-9,True,287,9,962.0,100.20833333333333,0.20833333333333334,9.0,False,,,correct_first_trip
phasor_W96,838,flt_1phg_shc_w_arc,MainLn4-11,True,287,5,966.0,100.625,0.625,5.0,False,,,correct_first_trip
phasor_W96,3894,flt_3ph_shc,MainLn8-9,True,287,9,961.0,100.10416666666666,0.10416666666666667,9.0,False,,,correct_first_trip
phasor_W96,1204,flt_1phg_shc_w_arc,MainLn5-6,True,287,6,966.0,100.625,0.625,6.0,False,,,correct_first_trip
phasor_W96,322,flt_1phg_shc,MainLn7-8,True,287,8,961.0,100.10416666666666,0.10416666666666667,8.0,False,,,correct_first_trip
phasor_W96,3700,flt_3ph_shc,MainLn6-7,True,287,7,961.0,100.10416666666666,0.10416666666666667,7.0,False,,,correct_first_trip
phasor_W96,1812,flt_2ph_shc,MainLn3-8,True,287,3,961.0,100.10416666666666,0.10416666666666667,3.0,False,,,correct_first_trip
phasor_W96,4042,flt_1phg_hif,MainLn4-5,True,287,4,972.0,101.25,1.25,4.0,False,,,correct_first_trip
phasor_W96,1157,flt_1phg_shc_w_arc,MainLn1-2,True,287,0,962.0,100.20833333333333,0.20833333333333334,0.0,False,,,correct_first_trip
phasor_W96,3690,flt_3ph_shc,MainLn4-5,True,287,4,961.0,100.10416666666666,0.10416666666666667,4.0,False,,,correct_first_trip
phasor_W96,2279,flt_2ph_shc,MainLn6-7,True,287,7,962.0,100.20833333333333,0.20833333333333334,7.0,False,,,correct_first_trip
phasor_W96,3862,flt_3ph_shc,MainLn4-11,True,287,5,961.0,100.10416666666666,0.10416666666666667,5.0,False,,,correct_first_trip
phasor_W96,1115,flt_1phg_shc_w_arc,MainLn5-6,True,287,6,965.0,100.52083333333334,0.5208333333333334,6.0,False,,,correct_first_trip
phasor_W96,1803,flt_2ph_shc,MainLn2-3,True,287,1,962.0,100.20833333333333,0.20833333333333334,1.0,False,,,correct_first_trip
phasor_W96,457,flt_1phg_shc,MainLn12-13,True,287,13,964.0,100.41666666666667,0.4166666666666667,13.0,False,,,correct_first_trip
phasor_W96,2090,flt_2ph_shc,MainLn4-5,True,287,4,961.0,100.10416666666666,0.10416666666666667,4.0,False,,,correct_first_trip
phasor_W96,4145,flt_1phg_hif_w_arc,MainBus5,True,287,4,970.0,101.04166666666667,1.0416666666666667,4.0,False,,,correct_first_trip
phasor_W96,2996,flt_2phg_shc,MainLn7-8,True,287,8,961.0,100.10416666666666,0.10416666666666667,8.0,False,,,correct_first_trip
phasor_W96,497,flt_1phg_shc,MainLn6-7,True,287,7,964.0,100.41666666666667,0.4166666666666667,7.0,False,,,correct_first_trip
phasor_W96,3571,flt_3ph_shc,MainLn12-13,True,287,13,961.0,100.10416666666666,0.10416666666666667,13.0,False,,,correct_first_trip
phasor_W96,486,flt_1phg_shc,MainLn4-5,True,287,4,965.0,100.52083333333334,0.5208333333333334,4.0,False,,,correct_first_trip
phasor_W96,2589,flt_2phg_shc,MainLn10-11,True,287,12,961.0,100.10416666666666,0.10416666666666667,12.0,False,,,correct_first_trip
phasor_W96,1186,flt_1phg_shc_w_arc,MainLn3-4,True,287,2,967.0,100.72916666666666,0.7291666666666667,2.0,False,,,correct_first_trip
phasor_W96,4120,flt_1phg_hif_w_arc,MainBus9,True,287,9,969.0,100.9375,0.9375,9.0,False,,,correct_first_trip
phasor_W96,4071,flt_1phg_hif,MainLn4-5,True,287,4,975.0,101.5625,1.5625,4.0,False,,,correct_first_trip
phasor_W96,4491,switch_cable_off,MainBus8,False,287,15,1054.0,109.79166666666666,,0.0,False,,,false_first_trip
phasor_W96,3488,flt_3ph_shc,MainLn13-14,True,287,14,961.0,100.10416666666666,0.10416666666666667,14.0,False,,,correct_first_trip
phasor_W96,2399,flt_2ph_shc,MainBus6,True,287,6,961.0,100.10416666666666,0.10416666666666667,6.0,False,,,correct_first_trip
phasor_W96,642,flt_1phg_shc,MainLn13-14,True,287,14,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,wrong_relay_first_trip
phasor_W96,2478,flt_2phg_shc,MainBus1,True,287,12,961.0,100.10416666666666,0.10416666666666667,12.0,False,,,correct_first_trip
phasor_W96,3671,flt_3ph_shc,MainLn2-3,True,287,1,961.0,100.10416666666666,0.10416666666666667,1.0,False,,,correct_first_trip
phasor_W96,960,flt_1phg_shc_w_arc,MainLn9-10,True,287,11,965.0,100.52083333333334,0.5208333333333334,11.0,False,,,correct_first_trip
phasor_W96,2562,flt_2phg_shc,MainLn9-10,True,287,11,961.0,100.10416666666666,0.10416666666666667,11.0,False,,,correct_first_trip
phasor_W96,555,flt_1phg_shc,MainLn2-3,True,287,1,962.0,100.20833333333333,0.20833333333333334,12.0,False,,,wrong_relay_first_trip
phasor_W96,238,flt_1phg_shc,MainLn8-14,True,287,10,962.0,100.20833333333333,0.20833333333333334,10.0,False,,,correct_first_trip
phasor_W96,2295,flt_2ph_shc,MainLn9-10,True,287,11,962.0,100.20833333333333,0.20833333333333334,11.0,False,,,correct_first_trip
phasor_W96,2115,flt_2ph_shc,MainLn8-9,True,287,9,961.0,100.10416666666666,0.10416666666666667,9.0,False,,,correct_first_trip
phasor_W96,2509,flt_2phg_shc,MainLn13-14,True,287,14,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,wrong_relay_first_trip
phasor_W96,544,flt_1phg_shc,MainLn12-13,True,287,13,961.0,100.10416666666666,0.10416666666666667,13.0,False,,,correct_first_trip
phasor_W96,1419,flt_1phg_shc_w_arc,MainBus5,True,287,4,968.0,100.83333333333333,0.8333333333333334,4.0,False,,,correct_first_trip
phasor_W96,1222,flt_1phg_shc_w_arc,MainLn8-9,True,287,9,966.0,100.625,0.625,9.0,False,,,correct_first_trip
phasor_W96,807,flt_1phg_shc_w_arc,MainLn10-11,True,287,12,971.0,101.14583333333334,1.1458333333333333,12.0,False,,,correct_first_trip
phasor_W96,51,flt_1phg_shc,MainLn6-7,True,287,7,961.0,100.10416666666666,0.10416666666666667,7.0,False,,,correct_first_trip
phasor_W96,4380,switch_inrushHV,MainBus9,False,287,15,,,,,True,4799.0,499.8958333333333,no_trip
phasor_W96,1220,flt_1phg_shc_w_arc,MainLn8-14,True,287,10,961.0,100.10416666666666,0.10416666666666667,10.0,False,,,correct_first_trip
phasor_W96,3180,flt_2phg_shc,MainLn8-9,True,287,9,962.0,100.20833333333333,0.20833333333333334,9.0,False,,,correct_first_trip
phasor_W96,287,flt_1phg_shc,MainLn2-3,True,287,1,962.0,100.20833333333333,0.20833333333333334,1.0,False,,,correct_first_trip
phasor_W96,3307,flt_3ph_shc,MainLn12-13,True,287,13,961.0,100.10416666666666,0.10416666666666667,13.0,False,,,correct_first_trip
phasor_W96,2654,flt_2phg_shc,MainLn9-10,True,287,11,961.0,100.10416666666666,0.10416666666666667,11.0,False,,,correct_first_trip
phasor_W96,26,flt_1phg_shc,MainLn3-4,True,287,2,961.0,100.10416666666666,0.10416666666666667,2.0,False,,,correct_first_trip
phasor_W96,3936,flt_3ph_shc,MainLn2-3,True,287,1,961.0,100.10416666666666,0.10416666666666667,12.0,False,,,wrong_relay_first_trip
phasor_W96,3532,flt_3ph_shc,MainLn8-14,True,287,10,961.0,100.10416666666666,0.10416666666666667,10.0,False,,,correct_first_trip
phasor_W96,3600,flt_3ph_shc,MainLn4-5,True,287,4,961.0,100.10416666666666,0.10416666666666667,4.0,False,,,correct_first_trip
phasor_W96,2591,flt_2phg_shc,MainLn12-13,True,287,13,961.0,100.10416666666666,0.10416666666666667,13.0,False,,,correct_first_trip
phasor_W96,274,flt_1phg_shc,MainLn10-11,True,287,12,961.0,100.10416666666666,0.10416666666666667,12.0,False,,,correct_first_trip
phasor_W96,691,flt_1phg_shc,MainLn8-9,True,287,9,961.0,100.10416666666666,0.10416666666666667,9.0,False,,,correct_first_trip
phasor_W96,2663,flt_2phg_shc,MainBus3,True,287,1,962.0,100.20833333333333,0.20833333333333334,1.0,False,,,correct_first_trip
phasor_W96,4016,flt_1phg_hif,MainLn7-8,True,287,8,965.0,100.52083333333334,0.5208333333333334,7.0,False,,,wrong_relay_first_trip
phasor_W96,1705,flt_2ph_shc,MainLn12-13,True,287,13,961.0,100.10416666666666,0.10416666666666667,13.0,False,,,correct_first_trip
phasor_W96,2446,flt_2phg_shc,MainLn4-5,True,287,4,961.0,100.10416666666666,0.10416666666666667,4.0,False,,,correct_first_trip
phasor_W96,132,flt_1phg_shc,MainLn4-5,True,287,4,961.0,100.10416666666666,0.10416666666666667,4.0,False,,,correct_first_trip
phasor_W96,3188,flt_2phg_shc,MainLn9-10,True,287,11,961.0,100.10416666666666,0.10416666666666667,11.0,False,,,correct_first_trip
phasor_W96,308,flt_1phg_shc,MainLn4-5,True,287,4,961.0,100.10416666666666,0.10416666666666667,4.0,False,,,correct_first_trip
phasor_W96,4484,switch_cable_off,MainBus14,False,287,15,,,,,True,4799.0,499.8958333333333,no_trip
phasor_W96,1024,flt_1phg_shc_w_arc,MainLn5-6,True,287,6,972.0,101.25,1.25,6.0,False,,,correct_first_trip
phasor_W96,4414,switch_cap_on,MainBus14,False,287,15,961.0,100.10416666666666,,0.0,False,,,false_first_trip
phasor_W96,2699,flt_2phg_shc,MainLn3-4,True,287,2,961.0,100.10416666666666,0.10416666666666667,2.0,False,,,correct_first_trip
phasor_W96,3870,flt_3ph_shc,MainLn4-5,True,287,4,961.0,100.10416666666666,0.10416666666666667,4.0,False,,,correct_first_trip
phasor_W96,2683,flt_2phg_shc,MainLn12-13,True,287,13,961.0,100.10416666666666,0.10416666666666667,13.0,False,,,correct_first_trip
phasor_W96,3973,flt_3ph_shc,MainLn7-8,True,287,8,961.0,100.10416666666666,0.10416666666666667,8.0,False,,,correct_first_trip
phasor_W96,471,flt_1phg_shc,MainLn3-4,True,287,2,965.0,100.52083333333334,0.5208333333333334,2.0,False,,,correct_first_trip
phasor_W96,1501,flt_1phg_shc_w_arc,MainBus11,True,287,5,966.0,100.625,0.625,5.0,False,,,correct_first_trip
phasor_W96,1647,flt_2ph_shc,MainLn5-6,True,287,6,961.0,100.10416666666666,0.10416666666666667,6.0,False,,,correct_first_trip
phasor_W96,1360,flt_1phg_shc_w_arc,MainLn3-4,True,287,2,967.0,100.72916666666666,0.7291666666666667,2.0,False,,,correct_first_trip
phasor_W96,134,flt_1phg_shc,MainLn5-6,True,287,6,961.0,100.10416666666666,0.10416666666666667,6.0,False,,,correct_first_trip
phasor_W96,1057,flt_1phg_shc_w_arc,MainBus12,True,287,14,1001.0,104.27083333333333,4.270833333333333,14.0,False,,,correct_first_trip
phasor_W96,670,flt_1phg_shc,MainLn5-6,True,287,6,962.0,100.20833333333333,0.20833333333333334,6.0,False,,,correct_first_trip
phasor_W96,2770,flt_2phg_shc,MainLn12-13,True,287,13,961.0,100.10416666666666,0.10416666666666667,13.0,False,,,correct_first_trip
phasor_W96,1047,flt_1phg_shc_w_arc,MainLn8-9,True,287,9,972.0,101.25,1.25,9.0,False,,,correct_first_trip
phasor_W96,3597,flt_3ph_shc,MainLn4-11,True,287,5,961.0,100.10416666666666,0.10416666666666667,5.0,False,,,correct_first_trip
phasor_W96,17,flt_1phg_shc,MainLn13-14,True,287,14,961.0,100.10416666666666,0.10416666666666667,14.0,False,,,correct_first_trip
phasor_W96,2341,flt_2ph_shc,MainLn3-4,True,287,2,961.0,100.10416666666666,0.10416666666666667,2.0,False,,,correct_first_trip
phasor_W96,3269,flt_3ph_shc,MainLn8-9,True,287,9,961.0,100.10416666666666,0.10416666666666667,9.0,False,,,correct_first_trip
phasor_W96,2484,flt_2phg_shc,MainBus2,True,287,12,961.0,100.10416666666666,0.10416666666666667,12.0,False,,,correct_first_trip
phasor_W96,1175,flt_1phg_shc_w_arc,MainLn13-14,True,287,14,971.0,101.14583333333334,1.1458333333333333,14.0,False,,,correct_first_trip
phasor_W96,1938,flt_2ph_shc,MainLn8-9,True,287,9,961.0,100.10416666666666,0.10416666666666667,9.0,False,,,correct_first_trip
phasor_W96,415,flt_1phg_shc,MainLn7-8,True,287,8,961.0,100.10416666666666,0.10416666666666667,8.0,False,,,correct_first_trip
phasor_W96,1730,flt_2ph_shc,MainLn4-11,True,287,5,962.0,100.20833333333333,0.20833333333333334,5.0,False,,,correct_first_trip
phasor_W96,2099,flt_2ph_shc,MainLn6-7,True,287,7,961.0,100.10416666666666,0.10416666666666667,7.0,False,,,correct_first_trip
phasor_W96,4400,switch_load_off,MainBus14,False,287,15,,,,,True,4799.0,499.8958333333333,no_trip
phasor_W96,3189,flt_2phg_shc,MainLn9-10,True,287,11,961.0,100.10416666666666,0.10416666666666667,11.0,False,,,correct_first_trip
phasor_W96,2450,flt_2phg_shc,MainLn5-6,True,287,6,961.0,100.10416666666666,0.10416666666666667,6.0,False,,,correct_first_trip
phasor_W96,3015,flt_2phg_shc,MainBus12,True,287,14,961.0,100.10416666666666,0.10416666666666667,14.0,False,,,correct_first_trip
phasor_W96,2893,flt_2phg_shc,MainLn5-6,True,287,6,961.0,100.10416666666666,0.10416666666666667,6.0,False,,,correct_first_trip
phasor_W96,3667,flt_3ph_shc,MainLn13-14,True,287,14,961.0,100.10416666666666,0.10416666666666667,14.0,False,,,correct_first_trip
phasor_W96,2822,flt_2phg_shc,MainLn8-14,True,287,10,961.0,100.10416666666666,0.10416666666666667,10.0,False,,,correct_first_trip
phasor_W96,4012,flt_1phg_hif,MainLn4-11,True,287,5,967.0,100.72916666666666,0.7291666666666667,5.0,False,,,correct_first_trip
phasor_W96,2867,flt_2phg_shc,MainLn13-14,True,287,14,961.0,100.10416666666666,0.10416666666666667,14.0,False,,,correct_first_trip
phasor_W96,350,flt_1phg_shc,MainBus4,True,287,2,961.0,100.10416666666666,0.10416666666666667,2.0,False,,,correct_first_trip
phasor_W96,3906,flt_3ph_shc,MainBus13,True,287,14,961.0,100.10416666666666,0.10416666666666667,14.0,False,,,correct_first_trip
phasor_W96,2740,flt_2phg_shc,MainLn9-10,True,287,11,961.0,100.10416666666666,0.10416666666666667,11.0,False,,,correct_first_trip
phasor_W96,3959,flt_3ph_shc,MainLn4-5,True,287,4,961.0,100.10416666666666,0.10416666666666667,4.0,False,,,correct_first_trip
